segment,type,sub_type,category,sub_category,details,transaction_description,country_used
Personal,Income,Transfer,Own Accounts,,, HOÅžGELDÄ°N KMP. 100 TL PAZARAMA PUAN iPT.,Turkey
Personal,Expenses,Direct,Transportation,Plane Ticket,, TURKISH AIRLINE,Saudi Arabia
Personal,Expenses,Transfer,Own Accounts,,,(TR79 0006 4000 0011 2511 1382 73) NOLU HESABA AKTARILAN,Turkey
Personal,Expenses,Transfer,Own Accounts,,,(TR79 0006 4000 0011 2511 1382 73) NOLU HESABA AKTARILAN,Turkey
Personal,Income,Transfer,Salary,,,/PAYROLL/ RIBLSARI 2029586 EXTN98023271E857,Saudi Arabia
Personal,Income,Transfer,Salary,,,/PAYROLL/ RIBLSARI 2029586 EXTN980233025E8Z,Saudi Arabia
Personal,Income,Transfer,Salary,,,/PAYROLL/ RIBLSARI 2029586 EXTN98024029NG12,Saudi Arabia
Personal,Income,Transfer,Salary,,,/PAYROLL/ RIBLSARI 2029586 EXTN98024090R6RY,Saudi Arabia
Personal,Income,Transfer,Salary,,,/PAYROLL/ RIBLSARI 2029586 EXTN98024121K7CG,Saudi Arabia
Personal,Income,Transfer,Salary,,,/PAYROLL/ RIBLSARI 2029586 EXTN98024150KESY,Saudi Arabia
Personal,Income,Transfer,Salary,,,/PAYROLL/ RIBLSARI 2029586 EXTN98024185THXB,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-00564656267,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-00564656267,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-00564656267,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-00564656267,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-00564656267,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-05051388773,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-05051388773,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-05051388773,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-05051388773,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-05051388773,Saudi Arabia
Personal,Expenses,Direct,Utilities,Electricity Invoice,Riyadh Home,002-الشركة السعودية للكهرباء-30056037582,Saudi Arabia
Personal,Expenses,Direct,Utilities,Electricity Invoice,Riyadh Home,002-الشركة السعودية للكهرباء-30056037582,Saudi Arabia
Personal,Expenses,Direct,Utilities,Electricity Invoice,Riyadh Home,002-الشركة السعودية للكهرباء-30056037582,Saudi Arabia
Personal,Expenses,Direct,Utilities,Electricity Invoice,Riyadh Home,002-الشركة السعودية للكهرباء-30056037582,Saudi Arabia
Personal,Expenses,Direct,Utilities,Electricity Invoice,Cyprus Home,00359001 /KIB-TEK /FATURA NO:044608761 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,Cyprus Home,00359001 /KIB-TEK /FATURA NO:044856364 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,Cyprus Home,00359001 /KIB-TEK /FATURA NO:045019573 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,Cyprus Home,00359001 /KIB-TEK /FATURA NO:045273286 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,Cyprus Home,00359001 /KIB-TEK /FATURA NO:045480382 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00359001 /KIB-TEK /FATURA NO:045653034 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:043031116 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:043187755 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:043397287 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:043634043 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:043837306 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:044040906 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:044199542 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:044447872 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:044609027 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:044856871 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:045020035 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:045273692 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:045480852 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:045653559 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:045857269 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:046112653 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:046319371 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:046485290 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:046702080 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:046958088 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:047136979 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:047354198 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:047633981 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:047787068 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:048060881 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:048227923 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:048441797 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:049159851 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:049159851 /K:00464,Turkey
Personal,Expenses,Transfer,Own Accounts,,,01154 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,01166 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,01166 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,01418 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,01419 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,01419 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,01419 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Debt,Debts Paid,,,01419 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,01419 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,03424 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,03424 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,04484 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,04484 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,04484 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,04484 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,04484 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,04484 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,05188 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,08928 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,08928 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,08928 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Debt,Debts Paid,,,08928 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,08928 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-إدارة الأجانب-2076216635,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-خدمات المقيمين-2076216635,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-خدمات المقيمين-2076216635,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-خدمات المقيمين-2076216635,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-خدمات المقيمين-2140197118,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-خدمات المقيمين-2140197118,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-خدمات المقيمين-2140197118,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-خدمات المقيمين-2140197118,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-خدمات المقيمين-3184288359,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Driving License,091-رخص القيادة-2203677253,Saudi Arabia
Personal,Expenses,Transfer,Own Accounts,,,09486 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Direct,Government,Tax,Iqama Invitation,095-الأستقدام-2140197118,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,,100.00 HAV. ÜZ. BSMV,Turkey
Personal,Expenses,Direct,Government,Tax,,100.00 HAV. ÜZ. ÜCRET,Turkey
Personal,Expenses,Direct,Government,Tax,,1000.00 HAV. ÜZ. BSMV,Turkey
Personal,Expenses,Direct,Government,Tax,,1000.00 HAV. ÜZ. ÜCRET,Turkey
Personal,Expenses,Transfer,Own Accounts,,,10846 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,10847 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,10931 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,10985 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-00564656267,Saudi Arabia
Personal,Expenses,Direct,Utilities,Phone Invoice,,001-شركة الاتصالات السعودية-05051388773,Saudi Arabia
Personal,Expenses,Direct,Utilities,Electricity Invoice,Riyadh Home,002-الشركة السعودية للكهرباء-30056037582,Saudi Arabia
Personal,Expenses,Direct,Utilities,Electricity Invoice,Riyadh Home,002-الشركة السعودية للكهرباء-30056037582,Saudi Arabia
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:048706515 /K:00464,Turkey
Personal,Expenses,Direct,Utilities,Electricity Invoice,,00370804 /KIB-TEK /FATURA NO:048935850 /K:00464,Turkey
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-إدارة الأجانب-2134784483,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-إدارة الأجانب-2140197118,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-إدارة الأجانب-2171414945,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-إدارة الأجانب-2203677253,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-إدارة الأجانب-2238266510,Saudi Arabia
Personal,Expenses,Direct,Government,Tax,Exit Entry Renew,090-إدارة الأجانب-2291572515,Saudi Arabia
Personal,Expenses,Transfer,Own Accounts,,,11628 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11628 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11628 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11628 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11628 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11629 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11629 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11629 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11629 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,11651 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Direct,Government,Tax,,120.00 HAV. ÜZ. BSMV,Turkey
Personal,Expenses,Direct,Government,Tax,,120.00 HAV. ÜZ. ÜCRET,Turkey
Personal,Expenses,Transfer,Own Accounts,,,12275 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,12275 NUMARALI BANKAMATÄ°K TEN PARA Ã‡EKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,12275 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,12275 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,12275 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Expenses,Transfer,Own Accounts,,,12275 NUMARALI BANKAMATİK TEN PARA ÇEKME,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İNTERNETTEN DÖVİZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
Personal,Income,Transfer,Own Accounts,,,1251-0577546 İŞCEP DÖVIZ SATIŞ,Turkey
